index,season,matchday,h_team,a_team,h_goals,a_goals,h_ht_goals,a_ht_goals,h_shots_on_goal,a_shots_on_goal,h_distance,a_distance,h_total_passes,a_total_passes,h_success_passes,a_success_passes,h_failed_passes,a_failed_passes,h_pass_ratio,a_pass_ratio,h_possession,a_possession,h_tackle_ratio,a_tackle_ratio,h_fouls,a_fouls,h_got_fouled,a_got_fouled,h_offside,a_offside,h_corners,a_corners
135,13-14,16,Hertha BSC,Werder Bremen,3,2,2,2,12,8,118.38,115.59,408,320,295,207,113,113,0.72,0.65,0.56,0.44,0.5,0.5,14,21,20,13,1,1,6,4
136,13-14,16,Bayern München,Hamburger SV,3,1,1,0,22,13,117.79,118.52,788,249,706,185,82,64,0.9,0.74,0.75,0.25,0.52,0.48,13,15,11,11,2,4,5,2
137,13-14,16,Hannover 96,1. FC Nürnberg,3,3,0,3,21,17,115.5,120.82,427,394,307,287,120,107,0.72,0.73,0.52,0.48,0.53,0.47,13,20,20,13,0,5,5,7
138,13-14,16,TSG Hoffenheim,Borussia Dortmund,2,2,2,1,14,16,119.14,120.9,369,496,255,353,114,143,0.69,0.71,0.43,0.57,0.53,0.47,19,13,13,19,2,6,2,4
139,13-14,16,1. FSV Mainz 05,Bor. Mönchengladbach,0,0,0,0,6,10,124.51,117.13,407,823,319,730,88,93,0.78,0.89,0.34,0.66,0.44,0.56,7,8,8,7,4,1,1,4
140,13-14,16,FC Augsburg,Eintracht Braunschweig,4,1,3,0,21,9,120.01,117.41,524,416,441,341,83,75,0.84,0.82,0.56,0.44,0.54,0.46,17,15,15,17,0,0,5,0
141,13-14,16,VfL Wolfsburg,VfB Stuttgart,3,1,1,0,13,9,115.58,114.3,422,413,317,309,105,104,0.75,0.75,0.5,0.5,0.53,0.47,18,20,19,16,1,3,2,4
142,13-14,16,FC Schalke 04,SC Freiburg,2,0,1,0,14,8,119.19,121.68,477,362,363,254,114,108,0.76,0.7,0.57,0.43,0.56,0.44,17,19,19,16,0,3,8,4
143,13-14,16,Bayer 04 Leverkusen,Eintracht Frankfurt,0,1,0,0,15,16,115.36,115.99,509,343,421,268,88,75,0.83,0.78,0.6,0.4,0.55,0.45,15,23,21,13,4,0,8,4
144,13-14,17,Eintracht Frankfurt,FC Augsburg,1,1,1,1,5,9,115.42,118.39,528,337,436,247,92,90,0.83,0.73,0.61,0.39,0.46,0.54,18,14,12,17,2,5,4,3
145,13-14,17,Borussia Dortmund,Hertha BSC,1,2,1,2,20,6,126.34,123.65,664,302,527,208,137,94,0.79,0.69,0.67,0.33,0.51,0.49,20,19,19,18,1,1,5,0
146,13-14,17,Werder Bremen,Bayer 04 Leverkusen,1,0,0,0,11,21,116.94,112.41,249,466,176,382,73,84,0.71,0.82,0.35,0.65,0.48,0.52,14,10,8,13,0,2,5,9
147,13-14,17,SC Freiburg,Hannover 96,2,1,2,0,11,20,121.62,116.13,395,480,274,360,121,120,0.69,0.75,0.45,0.55,0.47,0.53,16,13,13,16,3,2,0,1
148,13-14,17,Hamburger SV,1. FSV Mainz 05,2,3,1,0,18,14,114.3,118.13,331,513,244,433,87,80,0.74,0.84,0.41,0.59,0.49,0.51,20,13,13,19,0,3,5,3
149,13-14,17,Eintracht Braunschweig,TSG Hoffenheim,1,0,1,0,14,16,115.97,114.11,274,473,171,337,103,136,0.62,0.71,0.38,0.62,0.51,0.49,17,19,19,17,4,2,7,8
150,13-14,17,1. FC Nürnberg,FC Schalke 04,0,0,0,0,15,8,119.96,118.02,552,363,458,262,94,101,0.83,0.72,0.6,0.4,0.48,0.52,14,19,16,12,3,2,9,4
151,13-14,17,Bor. Mönchengladbach,VfL Wolfsburg,2,2,0,0,14,18,114.6,120.98,491,458,403,383,88,75,0.82,0.84,0.52,0.48,0.56,0.44,10,12,11,10,4,1,4,4
152,13-14,17,VfB Stuttgart,Bayern München,1,2,1,0,11,24,121.27,119.02,245,714,145,622,100,92,0.59,0.87,0.27,0.73,0.48,0.52,13,10,10,11,1,1,2,8
153,13-14,18,Bor. Mönchengladbach,Bayern München,0,2,0,1,10,24,123.16,121.6,406,739,321,652,85,87,0.79,0.88,0.36,0.64,0.46,0.54,12,9,7,11,3,5,5,5
154,13-14,18,Borussia Dortmund,FC Augsburg,2,2,1,0,18,6,124.63,123.32,476,453,377,344,99,109,0.79,0.76,0.51,0.49,0.53,0.47,17,25,23,17,1,1,5,1
155,13-14,18,VfB Stuttgart,1. FSV Mainz 05,1,2,1,1,14,10,118.35,121.39,440,452,331,365,109,87,0.75,0.81,0.5,0.5,0.47,0.53,17,13,12,17,0,4,5,3
156,13-14,18,VfL Wolfsburg,Hannover 96,1,3,1,1,25,10,115.7,117.52,593,290,506,189,87,101,0.85,0.65,0.67,0.33,0.54,0.46,14,17,14,14,4,0,7,3
157,13-14,18,1. FC Nürnberg,TSG Hoffenheim,4,0,2,0,16,12,119.77,116.4,362,404,252,287,110,117,0.7,0.71,0.48,0.52,0.55,0.45,19,25,24,18,2,4,3,3
158,13-14,18,SC Freiburg,Bayer 04 Leverkusen,3,2,1,2,13,15,125.96,119.02,386,512,303,413,83,99,0.78,0.81,0.43,0.57,0.45,0.55,14,10,10,14,5,2,4,8
159,13-14,18,Eintracht Frankfurt,Hertha BSC,1,0,1,0,5,7,118.4,117.88,390,524,272,413,118,111,0.7,0.79,0.43,0.57,0.52,0.48,20,23,22,20,2,2,1,2
160,13-14,18,Werder Bremen,Eintracht Braunschweig,0,0,0,0,12,7,115.49,118.64,407,417,302,299,105,118,0.74,0.72,0.49,0.51,0.51,0.49,20,17,17,19,6,1,6,3
161,13-14,18,Hamburger SV,FC Schalke 04,0,3,0,1,12,12,112.04,118.01,514,456,419,358,95,98,0.82,0.79,0.53,0.47,0.52,0.48,9,22,21,9,4,4,3,3
163,13-14,19,Eintracht Braunschweig,Borussia Dortmund,1,2,0,1,16,20,123.82,122.8,347,443,214,321,133,122,0.62,0.72,0.45,0.55,0.51,0.49,18,17,15,17,1,1,7,8
164,13-14,19,FC Schalke 04,VfL Wolfsburg,2,1,1,0,13,11,118.83,116.33,427,450,332,351,95,99,0.78,0.78,0.49,0.51,0.53,0.47,16,14,13,15,3,1,4,6
165,13-14,19,Bayer 04 Leverkusen,VfB Stuttgart,2,1,1,1,11,11,117.31,117.59,491,301,410,197,81,104,0.84,0.65,0.62,0.38,0.54,0.46,17,16,16,17,5,1,4,8
166,13-14,19,TSG Hoffenheim,Hamburger SV,3,0,2,0,14,8,122.66,114.08,305,653,227,554,78,99,0.74,0.85,0.33,0.67,0.48,0.52,26,14,13,26,8,2,7,5
167,13-14,19,1. FSV Mainz 05,SC Freiburg,2,0,1,0,13,6,119.51,121.72,478,440,382,330,96,110,0.8,0.75,0.52,0.48,0.58,0.42,11,28,25,10,2,0,5,5
168,13-14,19,FC Augsburg,Werder Bremen,3,1,1,1,20,4,119.53,114.87,653,240,548,141,105,99,0.84,0.59,0.72,0.28,0.59,0.41,11,20,20,10,2,2,6,4
169,13-14,19,Hannover 96,Bor. Mönchengladbach,3,1,0,0,16,11,125.94,119.66,350,678,281,610,69,68,0.8,0.9,0.35,0.65,0.48,0.52,9,14,14,9,2,1,7,7
170,13-14,19,Hertha BSC,1. FC Nürnberg,1,3,1,1,13,11,114.39,116.23,317,419,230,318,87,101,0.73,0.76,0.43,0.57,0.47,0.53,17,25,24,17,1,2,3,3
171,13-14,19,Bayern München,Eintracht Frankfurt,5,0,2,0,24,9,114.88,115.27,770,285,704,216,66,69,0.91,0.76,0.72,0.28,0.5,0.5,16,12,12,16,0,6,12,2
172,13-14,20,Bor. Mönchengladbach,Bayer 04 Leverkusen,0,1,0,0,14,12,122.32,121.32,519,530,430,440,89,90,0.83,0.83,0.5,0.5,0.51,0.49,11,15,15,11,0,2,4,3
173,13-14,20,VfL Wolfsburg,1. FSV Mainz 05,3,0,0,0,17,8,120.19,121.03,609,336,535,252,74,84,0.88,0.75,0.64,0.36,0.47,0.53,22,14,14,21,0,7,4,1
174,13-14,20,Werder Bremen,Borussia Dortmund,1,5,0,2,12,15,115.64,118.48,432,537,314,418,118,119,0.73,0.78,0.45,0.55,0.56,0.44,17,12,12,17,4,1,5,9
175,13-14,20,1. FC Nürnberg,Bayern München,0,2,0,1,9,19,116.33,113.01,279,522,198,420,81,102,0.71,0.8,0.36,0.64,0.48,0.52,26,21,20,26,6,1,3,5
176,13-14,20,SC Freiburg,TSG Hoffenheim,1,1,0,0,11,18,121.77,120.87,416,464,299,354,117,110,0.72,0.76,0.47,0.53,0.46,0.54,20,15,14,20,4,2,3,2
177,13-14,20,Eintracht Frankfurt,Eintracht Braunschweig,3,0,3,0,19,10,115.73,121.32,428,337,347,262,81,75,0.81,0.78,0.57,0.43,0.53,0.47,14,23,21,14,2,2,10,2
178,13-14,20,Hamburger SV,Hertha BSC,0,3,0,3,14,10,109.84,116.87,540,309,435,213,105,96,0.81,0.69,0.63,0.37,0.45,0.55,17,12,12,16,1,3,8,3
179,13-14,20,VfB Stuttgart,FC Augsburg,1,4,0,2,16,10,110.19,115.87,512,526,438,436,74,90,0.86,0.83,0.49,0.51,0.41,0.59,9,8,8,9,2,7,5,2
180,13-14,20,FC Schalke 04,Hannover 96,2,0,2,0,16,6,115.77,119.65,530,409,442,323,88,86,0.83,0.79,0.56,0.44,0.59,0.41,10,20,20,10,3,0,5,0
181,13-14,21,1. FSV Mainz 05,Hannover 96,2,0,0,0,19,14,125.21,126.07,377,588,299,481,78,107,0.79,0.82,0.38,0.62,0.47,0.53,14,11,9,14,4,0,4,5
182,13-14,21,Borussia Dortmund,Eintracht Frankfurt,4,0,2,0,21,7,118.36,111.8,482,483,399,391,83,92,0.83,0.81,0.49,0.51,0.56,0.44,17,18,18,17,3,1,6,5
183,13-14,21,Bayern München,SC Freiburg,4,0,3,0,16,12,115.77,120.91,686,308,590,220,96,88,0.86,0.71,0.68,0.32,0.55,0.45,12,11,11,11,2,5,2,4
184,13-14,21,Werder Bremen,Bor. Mönchengladbach,1,1,0,1,15,17,121.6,118.81,357,472,255,361,102,111,0.71,0.76,0.44,0.56,0.47,0.53,10,14,13,10,1,0,5,10
185,13-14,21,TSG Hoffenheim,VfB Stuttgart,4,1,1,0,14,13,115.36,110.07,393,392,268,261,125,131,0.68,0.67,0.5,0.5,0.52,0.48,23,19,19,21,6,3,5,4
186,13-14,21,Eintracht Braunschweig,Hamburger SV,4,2,0,1,13,18,116.9,110.29,291,285,185,169,106,116,0.64,0.59,0.5,0.5,0.51,0.49,14,24,24,14,7,0,7,8
187,13-14,21,Bayer 04 Leverkusen,FC Schalke 04,1,2,0,1,13,11,114.93,116.23,528,387,435,305,93,82,0.82,0.79,0.58,0.42,0.49,0.51,12,16,14,12,3,1,11,2
188,13-14,21,FC Augsburg,1. FC Nürnberg,0,1,0,0,18,11,119.24,121.26,377,491,290,397,87,94,0.77,0.81,0.44,0.56,0.49,0.51,17,19,17,16,4,1,6,2
189,13-14,21,Hertha BSC,VfL Wolfsburg,1,2,1,0,13,7,117.47,118.25,336,500,239,411,97,89,0.71,0.82,0.4,0.6,0.45,0.55,12,15,15,11,3,1,4,6
190,13-14,22,FC Schalke 04,1. FSV Mainz 05,0,0,0,0,16,15,115.04,118.74,448,454,344,355,104,99,0.77,0.78,0.5,0.5,0.46,0.54,19,8,7,19,1,0,3,9
191,13-14,22,Bor. Mönchengladbach,TSG Hoffenheim,2,2,2,0,13,19,120.95,124.74,468,541,347,467,121,74,0.74,0.86,0.47,0.53,0.49,0.51,15,17,15,15,2,0,6,5
192,13-14,22,VfB Stuttgart,Hertha BSC,1,2,1,1,15,10,112.66,111.99,358,350,241,246,117,104,0.67,0.7,0.51,0.49,0.46,0.54,22,19,19,20,1,1,5,8
193,13-14,22,1. FC Nürnberg,Eintracht Braunschweig,2,1,0,1,6,22,110.39,116.2,373,330,287,263,86,67,0.77,0.8,0.53,0.47,0.54,0.46,19,21,20,18,1,3,3,10
194,13-14,22,SC Freiburg,FC Augsburg,2,4,1,1,14,18,122.34,120.31,427,420,329,315,98,105,0.77,0.75,0.5,0.5,0.5,0.5,14,13,12,13,5,0,2,4
195,13-14,22,Hamburger SV,Borussia Dortmund,3,0,1,0,13,15,114.55,116.22,320,607,207,475,113,132,0.65,0.78,0.35,0.65,0.49,0.51,17,19,18,17,2,5,3,6
196,13-14,22,VfL Wolfsburg,Bayer 04 Leverkusen,3,1,1,1,9,17,120.72,116.59,387,509,294,395,93,114,0.76,0.78,0.43,0.57,0.51,0.49,15,19,19,15,4,3,0,4
197,13-14,22,Eintracht Frankfurt,Werder Bremen,0,0,0,0,21,3,111.82,111.23,647,208,540,118,107,90,0.83,0.57,0.75,0.25,0.53,0.47,16,18,17,16,1,0,14,2
198,13-14,22,Hannover 96,Bayern München,0,4,0,2,8,14,114.5,111.86,288,739,186,653,102,86,0.65,0.88,0.29,0.71,0.47,0.53,10,11,11,10,4,2,6,4
199,13-14,23,Hertha BSC,SC Freiburg,0,0,0,0,9,7,117.34,118.34,369,515,269,377,100,138,0.73,0.73,0.42,0.58,0.49,0.51,11,14,14,11,1,1,4,4
200,13-14,23,Borussia Dortmund,1. FC Nürnberg,3,0,0,0,28,4,118.2,121.23,453,517,351,420,102,97,0.77,0.81,0.47,0.53,0.52,0.48,9,13,12,9,6,1,8,1
201,13-14,23,Bayer 04 Leverkusen,1. FSV Mainz 05,0,1,0,1,19,10,114.95,119.05,458,313,370,218,88,95,0.81,0.7,0.61,0.39,0.51,0.49,19,13,12,19,1,0,7,0
202,13-14,23,Werder Bremen,Hamburger SV,1,0,1,0,16,11,116.63,116.18,284,412,165,310,119,102,0.58,0.75,0.4,0.6,0.49,0.51,25,17,16,25,2,2,4,5
203,13-14,23,FC Augsburg,Hannover 96,1,1,0,1,16,10,115.18,119.96,482,399,397,310,85,89,0.82,0.78,0.55,0.45,0.52,0.48,14,17,17,14,5,0,7,2
204,13-14,23,Eintracht Braunschweig,Bor. Mönchengladbach,1,1,0,1,20,12,121.26,118.59,359,505,273,412,86,93,0.76,0.82,0.42,0.58,0.52,0.48,12,14,14,12,0,2,10,4
205,13-14,23,Bayern München,FC Schalke 04,5,1,4,0,22,10,107.18,105.41,855,267,792,204,63,63,0.93,0.76,0.76,0.24,0.52,0.48,8,12,11,8,1,0,14,4
206,13-14,23,TSG Hoffenheim,VfL Wolfsburg,6,2,4,1,17,6,118.32,111.91,448,450,310,316,138,134,0.69,0.7,0.5,0.5,0.48,0.52,15,21,20,15,5,1,4,3
207,13-14,23,Eintracht Frankfurt,VfB Stuttgart,2,1,0,1,13,13,116.84,118.6,483,351,387,245,96,106,0.8,0.7,0.59,0.41,0.53,0.47,23,16,15,23,5,4,8,5
208,13-14,24,FC Schalke 04,TSG Hoffenheim,4,0,2,0,24,10,114.06,113.84,376,430,267,344,109,86,0.71,0.8,0.47,0.53,0.49,0.51,19,18,17,19,4,9,4,3
209,13-14,24,Bor. Mönchengladbach,FC Augsburg,1,2,1,1,15,19,120.86,123.02,539,496,448,401,91,95,0.83,0.81,0.52,0.48,0.53,0.47,9,11,11,9,4,4,3,7
210,13-14,24,VfB Stuttgart,Eintracht Braunschweig,2,2,2,1,14,11,110.03,113.45,416,273,283,175,133,98,0.68,0.64,0.6,0.4,0.49,0.51,17,15,15,15,2,5,11,6
211,13-14,24,Hannover 96,Bayer 04 Leverkusen,1,1,1,1,19,10,121.39,115.62,379,463,299,354,80,109,0.79,0.76,0.46,0.54,0.45,0.55,5,14,14,5,3,5,9,2
212,13-14,24,VfL Wolfsburg,Bayern München,1,6,1,1,12,18,115.0,116.01,304,690,224,616,80,74,0.74,0.89,0.32,0.68,0.46,0.54,15,10,8,13,1,2,5,3
213,13-14,24,Hamburger SV,Eintracht Frankfurt,1,1,0,1,15,7,111.94,113.81,582,362,493,256,89,106,0.85,0.71,0.61,0.39,0.55,0.45,15,12,11,15,1,1,3,3
214,13-14,24,1. FC Nürnberg,Werder Bremen,0,2,0,1,16,12,120.57,119.66,560,298,427,187,133,111,0.76,0.63,0.66,0.34,0.49,0.51,17,11,10,17,1,1,5,2
215,13-14,24,SC Freiburg,Borussia Dortmund,0,1,0,0,10,12,121.28,120.85,611,444,507,333,104,111,0.83,0.75,0.58,0.42,0.54,0.46,7,12,11,7,2,2,1,5
216,13-14,24,1. FSV Mainz 05,Hertha BSC,1,1,0,0,16,12,116.12,113.86,414,395,307,295,107,100,0.74,0.75,0.51,0.49,0.53,0.47,13,14,13,13,2,0,5,4
217,13-14,25,FC Augsburg,FC Schalke 04,1,2,1,1,21,10,118.63,119.53,404,340,315,260,89,80,0.78,0.76,0.55,0.45,0.64,0.36,14,23,22,12,0,2,12,6
218,13-14,25,Borussia Dortmund,Bor. Mönchengladbach,1,2,0,2,25,7,126.27,118.3,596,459,490,354,106,105,0.82,0.77,0.57,0.43,0.44,0.56,12,11,11,12,6,1,8,3
219,13-14,25,Werder Bremen,VfB Stuttgart,1,1,0,0,10,16,118.02,119.48,427,429,285,281,142,148,0.67,0.66,0.49,0.51,0.51,0.49,18,19,16,17,2,0,2,9
220,13-14,25,TSG Hoffenheim,1. FSV Mainz 05,2,4,0,0,22,11,116.86,117.28,396,424,258,293,138,131,0.65,0.69,0.49,0.51,0.51,0.49,16,15,15,16,0,2,11,1
221,13-14,25,Eintracht Braunschweig,VfL Wolfsburg,1,1,0,1,8,11,118.77,116.44,247,562,140,439,107,123,0.57,0.78,0.32,0.68,0.49,0.51,15,22,21,14,2,0,3,4
222,13-14,25,Hertha BSC,Hannover 96,0,3,0,0,16,7,117.07,121.73,533,376,405,245,128,131,0.76,0.65,0.59,0.41,0.59,0.41,8,17,17,6,4,2,6,1
223,13-14,25,Bayern München,Bayer 04 Leverkusen,2,1,1,0,23,6,113.92,117.16,824,209,742,136,82,73,0.9,0.65,0.78,0.22,0.47,0.53,11,18,18,11,2,5,12,6
224,13-14,25,Hamburger SV,1. FC Nürnberg,2,1,0,0,26,9,114.38,115.58,353,401,265,313,88,88,0.75,0.78,0.47,0.53,0.57,0.43,12,18,18,12,1,2,10,5
225,13-14,25,Eintracht Frankfurt,SC Freiburg,1,4,0,1,26,7,112.6,122.59,484,277,381,190,103,87,0.79,0.69,0.64,0.36,0.57,0.43,19,18,17,18,2,2,12,1
226,13-14,26,SC Freiburg,Werder Bremen,3,1,1,0,14,7,121.87,119.86,382,377,276,276,106,101,0.72,0.73,0.5,0.5,0.5,0.5,19,15,14,17,2,4,5,4
227,13-14,26,FC Schalke 04,Eintracht Braunschweig,3,1,1,0,33,11,118.67,120.16,580,280,489,175,91,105,0.84,0.62,0.67,0.33,0.55,0.45,14,20,19,14,0,1,14,4
228,13-14,26,VfB Stuttgart,Hamburger SV,1,0,0,0,12,6,121.07,112.43,439,487,358,411,81,76,0.82,0.84,0.48,0.52,0.56,0.44,18,13,13,18,3,3,5,2
229,13-14,26,Hannover 96,Borussia Dortmund,0,3,0,1,9,15,120.42,123.2,529,484,425,394,104,90,0.8,0.81,0.53,0.47,0.5,0.5,12,16,16,10,2,4,5,3
230,13-14,26,VfL Wolfsburg,FC Augsburg,1,1,0,1,10,12,116.19,116.31,455,329,374,245,81,84,0.82,0.74,0.58,0.42,0.52,0.48,23,11,10,22,0,4,6,3
231,13-14,26,1. FSV Mainz 05,Bayern München,0,2,0,0,4,23,120.21,115.17,224,825,142,737,82,88,0.63,0.89,0.22,0.78,0.45,0.55,13,11,11,13,8,1,2,9
232,13-14,26,Bor. Mönchengladbach,Hertha BSC,3,0,3,0,8,8,114.21,116.0,714,508,632,421,82,87,0.89,0.83,0.58,0.42,0.54,0.46,7,12,12,7,1,1,4,5
233,13-14,26,1. FC Nürnberg,Eintracht Frankfurt,2,5,0,1,13,23,115.44,114.05,389,391,272,265,117,126,0.7,0.68,0.51,0.49,0.49,0.51,19,15,15,19,1,2,2,5
234,13-14,26,Bayer 04 Leverkusen,TSG Hoffenheim,2,3,1,2,12,12,118.91,121.08,589,324,488,234,101,90,0.83,0.72,0.64,0.36,0.51,0.49,15,18,18,14,3,1,6,2
235,13-14,27,Borussia Dortmund,FC Schalke 04,0,0,0,0,18,8,119.84,118.14,460,337,332,213,128,124,0.72,0.63,0.58,0.42,0.53,0.47,17,24,23,16,2,2,4,2
236,13-14,27,Werder Bremen,VfL Wolfsburg,1,3,1,2,6,19,118.33,115.26,314,503,199,395,115,108,0.63,0.79,0.39,0.61,0.44,0.56,18,19,18,18,2,3,3,8
237,13-14,27,Eintracht Braunschweig,1. FSV Mainz 05,3,1,2,1,14,12,120.95,119.56,303,469,174,333,129,136,0.57,0.71,0.4,0.6,0.51,0.49,16,25,23,14,3,0,6,7
238,13-14,27,Hertha BSC,Bayern München,1,3,0,2,4,13,117.74,112.16,210,1078,142,1004,68,74,0.68,0.93,0.18,0.82,0.41,0.59,13,8,7,13,3,2,2,3
239,13-14,27,1. FC Nürnberg,VfB Stuttgart,2,0,1,0,11,13,124.62,121.28,441,386,323,257,118,129,0.73,0.67,0.53,0.47,0.51,0.49,18,11,11,18,2,0,6,4
240,13-14,27,TSG Hoffenheim,Hannover 96,3,1,1,1,20,8,121.09,119.55,455,530,351,427,104,103,0.77,0.81,0.46,0.54,0.58,0.42,16,15,14,16,4,0,5,1
241,13-14,27,FC Augsburg,Bayer 04 Leverkusen,1,3,0,1,22,13,118.4,119.52,501,387,413,304,88,83,0.82,0.79,0.58,0.42,0.5,0.5,14,17,17,10,2,5,10,3
242,13-14,27,Hamburger SV,SC Freiburg,1,1,0,0,21,11,112.76,122.88,423,392,323,273,100,119,0.76,0.7,0.52,0.48,0.54,0.46,17,15,15,17,2,1,6,3
243,13-14,27,Eintracht Frankfurt,Bor. Mönchengladbach,1,0,1,0,14,9,119.33,121.19,388,616,303,517,85,99,0.78,0.84,0.4,0.6,0.55,0.45,11,12,12,11,7,1,11,7
244,13-14,28,FC Schalke 04,Hertha BSC,2,0,1,0,13,11,122.35,118.05,445,400,326,284,119,116,0.73,0.71,0.52,0.48,0.57,0.43,17,19,18,17,1,3,1,4
245,13-14,28,Bayern München,TSG Hoffenheim,3,3,3,2,11,20,115.04,121.22,601,287,484,177,117,110,0.81,0.62,0.67,0.33,0.53,0.47,13,18,18,13,3,4,3,1
246,13-14,28,Bayer 04 Leverkusen,Eintracht Braunschweig,1,1,0,0,15,9,115.19,118.3,518,247,410,165,108,82,0.79,0.67,0.67,0.33,0.57,0.43,16,13,12,16,5,4,7,1
247,13-14,28,VfB Stuttgart,Borussia Dortmund,2,3,2,1,11,17,113.55,118.76,270,612,168,507,102,105,0.62,0.83,0.31,0.69,0.52,0.48,15,14,14,14,1,2,2,9
248,13-14,28,VfL Wolfsburg,Eintracht Frankfurt,2,1,0,1,22,11,111.44,108.04,423,307,339,198,84,109,0.8,0.64,0.58,0.42,0.55,0.45,19,19,19,17,1,5,4,3
249,13-14,28,1. FSV Mainz 05,FC Augsburg,3,0,2,0,14,12,118.68,115.26,441,385,362,282,79,103,0.82,0.73,0.53,0.47,0.53,0.47,14,20,20,14,1,1,5,8
250,13-14,28,SC Freiburg,1. FC Nürnberg,3,2,1,2,14,9,122.07,119.33,361,328,261,232,100,96,0.72,0.71,0.52,0.48,0.44,0.56,16,22,21,16,2,1,8,4
251,13-14,28,Bor. Mönchengladbach,Hamburger SV,3,1,1,1,17,17,114.37,114.88,634,373,558,298,76,75,0.88,0.8,0.62,0.38,0.49,0.51,11,15,14,11,3,3,6,10
252,13-14,28,Hannover 96,Werder Bremen,1,2,1,0,9,11,116.22,115.56,406,397,288,276,118,121,0.71,0.7,0.52,0.48,0.44,0.56,19,13,13,17,0,9,10,8
253,13-14,29,Hamburger SV,Bayer 04 Leverkusen,2,1,1,0,18,19,120.82,121.12,358,509,251,384,107,125,0.7,0.75,0.4,0.6,0.46,0.54,16,15,15,15,1,1,4,14
254,13-14,29,VfB Stuttgart,SC Freiburg,2,0,0,0,12,18,117.99,120.03,450,362,357,278,93,84,0.79,0.77,0.56,0.44,0.52,0.48,13,17,17,12,1,3,3,6
255,13-14,29,Werder Bremen,FC Schalke 04,1,1,1,1,19,9,115.79,113.53,334,436,235,333,99,103,0.7,0.76,0.44,0.56,0.52,0.48,17,20,18,17,2,2,9,4
256,13-14,29,1. FC Nürnberg,Bor. Mönchengladbach,0,2,0,1,14,15,118.41,117.19,526,400,443,318,83,82,0.84,0.8,0.57,0.43,0.56,0.44,7,16,16,7,5,2,8,5
257,13-14,29,FC Augsburg,Bayern München,1,0,1,0,11,16,115.92,112.65,322,686,219,591,103,95,0.68,0.86,0.33,0.67,0.42,0.58,16,13,13,15,5,1,3,4
258,13-14,29,Eintracht Frankfurt,1. FSV Mainz 05,2,0,0,0,14,17,109.76,109.71,323,428,240,356,83,72,0.74,0.83,0.43,0.57,0.57,0.43,11,18,18,10,5,4,2,6
259,13-14,29,Borussia Dortmund,VfL Wolfsburg,2,1,0,1,10,19,118.03,115.03,376,415,237,286,139,129,0.63,0.69,0.48,0.52,0.52,0.48,15,14,13,13,3,3,7,2
260,13-14,29,Eintracht Braunschweig,Hannover 96,3,0,2,0,11,11,116.24,111.71,228,472,130,351,98,121,0.57,0.74,0.33,0.67,0.54,0.46,17,16,16,16,4,2,5,6
261,13-14,29,Hertha BSC,TSG Hoffenheim,1,1,1,1,11,11,112.72,115.72,365,442,206,277,159,165,0.56,0.63,0.45,0.55,0.46,0.54,19,17,17,18,1,2,3,4
262,13-14,30,FC Schalke 04,Eintracht Frankfurt,2,0,0,0,22,10,116.74,111.31,501,365,420,270,81,95,0.84,0.74,0.57,0.43,0.44,0.56,15,14,12,14,1,0,4,5
263,13-14,30,Bor. Mönchengladbach,VfB Stuttgart,1,1,0,1,14,18,117.27,121.43,640,358,545,259,95,99,0.85,0.72,0.64,0.36,0.49,0.51,12,15,15,12,2,1,6,5
264,13-14,30,Hannover 96,Hamburger SV,2,1,1,0,31,5,111.5,111.7,331,293,229,168,102,125,0.69,0.57,0.53,0.47,0.51,0.49,20,16,16,18,1,1,5,2
265,13-14,30,VfL Wolfsburg,1. FC Nürnberg,4,1,2,1,24,5,114.14,114.36,365,367,273,273,92,94,0.75,0.74,0.5,0.5,0.48,0.52,13,13,13,12,3,4,11,2
266,13-14,30,SC Freiburg,Eintracht Braunschweig,2,0,1,0,19,13,119.48,116.66,383,385,281,275,102,110,0.73,0.71,0.5,0.5,0.52,0.48,15,20,20,15,2,2,3,3
267,13-14,30,1. FSV Mainz 05,Werder Bremen,3,0,3,0,23,9,115.85,115.37,461,279,373,180,88,99,0.81,0.65,0.6,0.4,0.58,0.42,12,17,16,12,6,4,3,12
268,13-14,30,Bayern München,Borussia Dortmund,0,3,0,1,14,9,109.96,117.64,685,283,585,189,100,94,0.85,0.67,0.71,0.29,0.52,0.48,17,13,12,15,3,9,12,2
269,13-14,30,Bayer 04 Leverkusen,Hertha BSC,2,1,2,1,17,9,116.27,117.92,464,398,336,279,128,119,0.72,0.7,0.53,0.47,0.55,0.45,17,13,13,17,1,1,7,2
270,13-14,30,TSG Hoffenheim,FC Augsburg,2,0,2,0,26,23,120.61,114.97,339,431,238,320,101,111,0.7,0.74,0.44,0.56,0.43,0.57,22,19,18,21,0,1,6,10
271,13-14,31,Eintracht Frankfurt,Hannover 96,2,3,1,3,14,16,117.08,121.04,449,349,319,246,130,103,0.71,0.7,0.56,0.44,0.56,0.44,24,22,21,24,4,3,3,4
272,13-14,31,Borussia Dortmund,1. FSV Mainz 05,4,2,2,1,30,9,117.1,114.38,423,418,296,295,127,123,0.7,0.71,0.5,0.5,0.53,0.48,9,18,15,8,4,4,12,2
273,13-14,31,Werder Bremen,TSG Hoffenheim,3,1,1,1,12,14,113.37,111.88,339,348,212,227,127,121,0.63,0.65,0.49,0.51,0.51,0.49,11,24,24,10,1,3,8,6
